alt_brand,alt_generic,alt_manu,year,total_claims_16,total_claims_17
zerit,stavudine,bms onco/immun,2015,78,NA
zerit,stavudine,bms onco/immun,2016,54,NA
stavudine,stavudine,camber pharmace,2013,7111,6938
stavudine,stavudine,camber pharmace,2014,5598,5462
stavudine,stavudine,camber pharmace,2015,4051,3954
stavudine,stavudine,camber pharmace,2016,3787,3734
sucralfate,sucralfate,actavis/greenst,2016,338139,338194
sucralfate,sucralfate,ahp,2013,753,NA
sucralfate,sucralfate,ahp,2014,946,NA
sucralfate,sucralfate,ahp,2015,854,NA
sucralfate,sucralfate,ahp,2016,266,NA
sucralfate,sucralfate,mckesson packag,2016,NA,206
exelderm,sulconazole nitrate,ranbaxy laborat,2013,283,NA
exelderm,sulconazole nitrate,ranbaxy laborat,2014,373,NA
exelderm,sulconazole nitrate,ranbaxy laborat,2015,184,NA
exelderm,sulconazole nitrate,ranbaxy laborat,2016,97,NA
sulfacetamide sodium,sulfacetamide sodium,oceanside pharm,2016,NA,2217
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2013,1916,NA
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2014,1484,NA
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2015,1675,NA
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2016,148,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2013,924,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2014,643,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2015,58,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2016,75,NA
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,avkare,2016,NA,656
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,avpak,2015,NA,14
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,avpak,2016,NA,107
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,glenmark pharma,2013,146893,114147
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,glenmark pharma,2014,8309,5928
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,glenmark pharma,2015,1446,1102
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,glenmark pharma,2016,703,485
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,mylan instituti,2013,3526,240
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,mylan instituti,2014,3951,175
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,mylan instituti,2015,4358,1379
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,mylan instituti,2016,3790,2870
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2013,292540,213850
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2014,223535,154431
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2015,121463,95943
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2016,27297,22826
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,teva usa,2014,24482,24366
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,teva usa,2015,6626,6492
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,teva usa,2016,3175,3026
sulfasalazine,sulfasalazine,qualitest/par p,2013,75808,75750
sulfasalazine,sulfasalazine,qualitest/par p,2014,86881,84522
sulfasalazine,sulfasalazine,qualitest/par p,2015,55298,53834
sulfasalazine,sulfasalazine,qualitest/par p,2016,79018,77905
sulindac,sulindac,major pharmaceu,2013,1042,628
sulindac,sulindac,major pharmaceu,2014,861,606
sulindac,sulindac,major pharmaceu,2015,640,526
sulindac,sulindac,major pharmaceu,2016,921,810
sumatriptan,sumatriptan,lannett co. inc,2016,NA,1125
treximet,sumatriptan succ/naproxen sod,pernix therapeu,2013,9975,NA
treximet,sumatriptan succ/naproxen sod,pernix therapeu,2014,10869,NA
treximet,sumatriptan succ/naproxen sod,pernix therapeu,2015,9482,3107
treximet,sumatriptan succ/naproxen sod,pernix therapeu,2016,7710,7551
sumatriptan succinate,sumatriptan succinate,actavis pharma/,2013,79932,73872
sumatriptan succinate,sumatriptan succinate,actavis pharma/,2014,68856,63354
sumatriptan succinate,sumatriptan succinate,actavis pharma/,2015,15726,13968
sumatriptan succinate,sumatriptan succinate,actavis pharma/,2016,10389,9257
onzetra xsail,sumatriptan succinate,avanir pharmace,2016,NA,601
sumavel dosepro,sumatriptan succinate,endo pharm inc.,2013,4593,NA
sumavel dosepro,sumatriptan succinate,endo pharm inc.,2014,4600,NA
sumavel dosepro,sumatriptan succinate,endo pharm inc.,2015,3876,115
sumavel dosepro,sumatriptan succinate,endo pharm inc.,2016,2614,2355
imitrex,sumatriptan succinate,glaxosmithkline,2013,8768,8686
imitrex,sumatriptan succinate,glaxosmithkline,2014,8849,8815
imitrex,sumatriptan succinate,glaxosmithkline,2015,8566,8494
imitrex,sumatriptan succinate,glaxosmithkline,2016,7558,7503
zembrace symtouch,sumatriptan succinate,promius pharma,2016,NA,187
sumatriptan succinate,sumatriptan succinate,teva usa,2016,NA,4156
belsomra,suvorexant,merck sharp & d,2015,52688,52720
belsomra,suvorexant,merck sharp & d,2016,150302,150697
ulticare,"syr-nd,ins,0.5/container,empty",ultimed inc,2013,302,223
ulticare,"syr-nd,ins,0.5/container,empty",ultimed inc,2014,399,292
ulticare,"syr-nd,ins,0.5/container,empty",ultimed inc,2015,252,157
ulticare,"syr-nd,ins,0.5/container,empty",ultimed inc,2016,186,111
insulin syringe,"syrge-ndl,ins 0.3 ml half mark",bd diabetes,2013,39964,39973
insulin syringe,"syrge-ndl,ins 0.3 ml half mark",bd diabetes,2014,41967,41989
insulin syringe,"syrge-ndl,ins 0.3 ml half mark",bd diabetes,2015,49514,49559
insulin syringe,"syrge-ndl,ins 0.3 ml half mark",bd diabetes,2016,54144,54199
insulin syringe,"syring-needl,disp,insul,0.3 ml",bd diabetes,2013,304941,304340
insulin syringe,"syring-needl,disp,insul,0.3 ml",bd diabetes,2014,280819,280507
insulin syringe,"syring-needl,disp,insul,0.3 ml",bd diabetes,2015,249265,249085
insulin syringe,"syring-needl,disp,insul,0.3 ml",bd diabetes,2016,223113,222928
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2013,125,NA
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2014,92,NA
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2015,66,NA
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2016,71,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2013,71,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2014,51,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2015,63,NA
ultilet insulin syringe,"syring-needl,disp,insul,0.3 ml",boca medical,2016,56,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",equaline vitami,2013,380,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",equaline vitami,2014,253,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",equaline vitami,2015,211,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",equaline vitami,2016,54,NA
lite touch,"syring-needl,disp,insul,0.3 ml",medicore,2013,1041,456
lite touch,"syring-needl,disp,insul,0.3 ml",medicore,2014,1878,1051
lite touch,"syring-needl,disp,insul,0.3 ml",medicore,2015,2020,1293
lite touch,"syring-needl,disp,insul,0.3 ml",medicore,2016,1120,768
litetouch insulin syringe,"syring-needl,disp,insul,0.3 ml",medicore,2013,NA,585
litetouch insulin syringe,"syring-needl,disp,insul,0.3 ml",medicore,2014,NA,827
litetouch insulin syringe,"syring-needl,disp,insul,0.3 ml",medicore,2015,NA,727
litetouch insulin syringe,"syring-needl,disp,insul,0.3 ml",medicore,2016,NA,352
easy touch,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2013,7986,7990
easy touch,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2014,12263,12273
easy touch,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2015,14971,15020
easy touch,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2016,14573,14747
easy touch insulin syringe,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2013,470,467
easy touch insulin syringe,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2014,1019,994
easy touch insulin syringe,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2015,1229,1170
easy touch insulin syringe,"syring-needl,disp,insul,0.3 ml",mhc medical pro,2016,1404,1303
insulin syringe,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2013,3846,2361
insulin syringe,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2014,2792,1834
insulin syringe,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2015,4228,3785
insulin syringe,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2016,8522,8256
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2013,87,NA
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2014,95,NA
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2015,102,NA
topcare ultra comfort,"syring-needl,disp,insul,0.3 ml",perrigo diabete,2016,70,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",publix supermkt,2013,25,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",publix supermkt,2014,103,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",publix supermkt,2015,101,NA
insulin syringe,"syring-needl,disp,insul,0.3 ml",publix supermkt,2016,96,NA
ulticare insulin syringe,"syring-needl,disp,insul,0.3 ml",ultimed inc,2016,NA,61
insulin syringe,"syringe-needle,insulin,0.5 ml",bd diabetes,2013,962569,962536
insulin syringe,"syringe-needle,insulin,0.5 ml",bd diabetes,2014,874542,874098
insulin syringe,"syringe-needle,insulin,0.5 ml",bd diabetes,2015,797636,797357
insulin syringe,"syringe-needle,insulin,0.5 ml",bd diabetes,2016,713244,713141
bd insulin syringe ultra-fine,"syringe-needle,insulin,0.5 ml",becton dickinso,2015,NA,40
bd insulin syringe ultra-fine,"syringe-needle,insulin,0.5 ml",becton dickinso,2016,NA,547
insulin syringe,"syringe-needle,insulin,0.5 ml",chain drug cons,2013,904,796
insulin syringe,"syringe-needle,insulin,0.5 ml",chain drug cons,2014,608,531
insulin syringe,"syringe-needle,insulin,0.5 ml",chain drug cons,2015,616,516
insulin syringe,"syringe-needle,insulin,0.5 ml",chain drug cons,2016,568,419
advocate syringes,"syringe-needle,insulin,0.5 ml",diabetic supply,2013,2045,2156
advocate syringes,"syringe-needle,insulin,0.5 ml",diabetic supply,2014,1092,1182
advocate syringes,"syringe-needle,insulin,0.5 ml",diabetic supply,2015,2602,2649
advocate syringes,"syringe-needle,insulin,0.5 ml",diabetic supply,2016,3270,3442
insulin syringe,"syringe-needle,insulin,0.5 ml",equaline vitami,2013,3241,1535
insulin syringe,"syringe-needle,insulin,0.5 ml",equaline vitami,2014,3236,1446
insulin syringe,"syringe-needle,insulin,0.5 ml",equaline vitami,2015,2329,1213
insulin syringe,"syringe-needle,insulin,0.5 ml",equaline vitami,2016,631,580
insulin syringe,"syringe-needle,insulin,0.5 ml",exel int'l inc.,2013,194,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",exel int'l inc.,2014,133,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",exel int'l inc.,2015,91,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",exel int'l inc.,2016,70,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",good neighbor,2015,799,814
insulin syringe,"syringe-needle,insulin,0.5 ml",good neighbor,2016,386,455
ultra comfort,"syringe-needle,insulin,0.5 ml",good neighbor,2013,524,416
ultra comfort,"syringe-needle,insulin,0.5 ml",good neighbor,2014,326,298
ultra comfort,"syringe-needle,insulin,0.5 ml",good neighbor,2015,235,184
ultra comfort,"syringe-needle,insulin,0.5 ml",good neighbor,2016,162,99
easy comfort insulin syringe,"syringe-needle,insulin,0.5 ml",home aide diagn,2016,12713,16083
insulin syringe,"syringe-needle,insulin,0.5 ml",one pharmaceuti,2013,801,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",one pharmaceuti,2014,671,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",one pharmaceuti,2015,509,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",one pharmaceuti,2016,250,NA
insulin syringe,"syringe-needle,insulin,0.5 ml",perrigo diabete,2013,15263,14112
insulin syringe,"syringe-needle,insulin,0.5 ml",perrigo diabete,2014,10601,9925
insulin syringe,"syringe-needle,insulin,0.5 ml",perrigo diabete,2015,13045,12599
insulin syringe,"syringe-needle,insulin,0.5 ml",perrigo diabete,2016,19524,19263
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2013,589,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2014,477,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2015,379,NA
topcare ultra comfort,"syringe-needle,insulin,0.5 ml",perrigo diabete,2016,222,NA
vanishpoint,"syringe-needle,insulin,0.5 ml",retractable tec,2013,NA,879
vanishpoint,"syringe-needle,insulin,0.5 ml",retractable tec,2014,NA,596
vanishpoint,"syringe-needle,insulin,0.5 ml",retractable tec,2015,NA,22
vanishpoint,"syringe-needle,insulin,0.5 ml",retractable tec,2016,NA,164
terumo insulin syringe,"syringe-needle,insulin,0.5 ml",terumo,2013,940,667
terumo insulin syringe,"syringe-needle,insulin,0.5 ml",terumo,2014,930,687
terumo insulin syringe,"syringe-needle,insulin,0.5 ml",terumo,2015,759,633
terumo insulin syringe,"syringe-needle,insulin,0.5 ml",terumo,2016,541,489
ulticare insulin syringe,"syringe-needle,insulin,0.5 ml",ultimed inc,2016,NA,147
insulin syringe,"syringe and needle,insulin,1ml",becton dickinso,2013,98,296
insulin syringe,"syringe and needle,insulin,1ml",becton dickinso,2014,246,424
insulin syringe,"syringe and needle,insulin,1ml",becton dickinso,2015,318,347
insulin syringe,"syringe and needle,insulin,1ml",becton dickinso,2016,286,835
insulin syringe,"syringe and needle,insulin,1ml",equaline vitami,2013,3128,3060
insulin syringe,"syringe and needle,insulin,1ml",equaline vitami,2014,3346,3215
insulin syringe,"syringe and needle,insulin,1ml",equaline vitami,2015,2758,2592
insulin syringe,"syringe and needle,insulin,1ml",equaline vitami,2016,799,704
easy comfort insulin syringe,"syringe and needle,insulin,1ml",home aide diagn,2016,7910,9951
sure-ject insulin syringe,"syringe and needle,insulin,1ml",one pharmaceuti,2013,1408,458
sure-ject insulin syringe,"syringe and needle,insulin,1ml",one pharmaceuti,2014,824,186
sure-ject insulin syringe,"syringe and needle,insulin,1ml",one pharmaceuti,2015,644,130
sure-ject insulin syringe,"syringe and needle,insulin,1ml",one pharmaceuti,2016,382,77
insulin syringe,"syringe and needle,insulin,1ml",perrigo diabete,2013,13607,10892
insulin syringe,"syringe and needle,insulin,1ml",perrigo diabete,2014,10579,8513
insulin syringe,"syringe and needle,insulin,1ml",perrigo diabete,2015,16186,15725
insulin syringe,"syringe and needle,insulin,1ml",perrigo diabete,2016,26729,26545
topcare ultra comfort,"syringe and needle,insulin,1ml",perrigo diabete,2013,714,332
topcare ultra comfort,"syringe and needle,insulin,1ml",perrigo diabete,2014,727,327
topcare ultra comfort,"syringe and needle,insulin,1ml",perrigo diabete,2015,544,198
topcare ultra comfort,"syringe and needle,insulin,1ml",perrigo diabete,2016,342,188
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2013,198,NA
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2014,255,NA
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2015,167,NA
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2016,141,NA
insulin syringe,"syringe and needle,insulin,1ml",ultimed inc,2014,64212,64231
insulin syringe,"syringe and needle,insulin,1ml",ultimed inc,2015,68117,68141
insulin syringe,"syringe and needle,insulin,1ml",ultimed inc,2016,65791,65857
ulticare,"syringe and needle,insulin,1ml",ultimed inc,2013,15011,14940
ulticare,"syringe and needle,insulin,1ml",ultimed inc,2014,17409,17360
ulticare,"syringe and needle,insulin,1ml",ultimed inc,2015,17759,17684
ulticare,"syringe and needle,insulin,1ml",ultimed inc,2016,16049,15990
ulticare insulin syringe,"syringe and needle,insulin,1ml",ultimed inc,2016,NA,169
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2013,25557,NA
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2014,25035,NA
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2015,20195,NA
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2016,20336,NA
insulin syringe,"syringe w-ndl, disp., insulin",univec,2013,20,NA
insulin syringe,"syringe w-ndl, disp., insulin",univec,2014,195,NA
insulin syringe,"syringe w-ndl, disp., insulin",univec,2015,344,NA
insulin syringe,"syringe w-ndl, disp., insulin",univec,2016,307,NA
insulin syringe,"syringe w-o needl,insulin,1 ml",bd diabetes,2013,568,NA
insulin syringe,"syringe w-o needl,insulin,1 ml",bd diabetes,2014,473,NA
insulin syringe,"syringe w-o needl,insulin,1 ml",bd diabetes,2015,517,NA
insulin syringe,"syringe w-o needl,insulin,1 ml",bd diabetes,2016,388,NA
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2013,NA,25557
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2014,NA,25035
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2015,NA,20195
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2016,NA,20336
insulin syringe,"syringe with needle, insulin",univec,2013,NA,20
insulin syringe,"syringe with needle, insulin",univec,2014,NA,195
insulin syringe,"syringe with needle, insulin",univec,2015,NA,344
insulin syringe,"syringe with needle, insulin",univec,2016,NA,307
insulin syringe u-500,"syringe,insul u-500,ndl,0.5ml",bd diabetes,2016,NA,72
insulin syringe,"syringe,insulin,needless 1 ml",bd diabetes,2013,NA,568
insulin syringe,"syringe,insulin,needless 1 ml",bd diabetes,2014,NA,473
insulin syringe,"syringe,insulin,needless 1 ml",bd diabetes,2015,NA,517
insulin syringe,"syringe,insulin,needless 1 ml",bd diabetes,2016,NA,388
assure id insulin safety,"syringe,needle,insuln,safe,1ml",arkray usa,2015,324,NA
assure id insulin safety,"syringe,needle,insuln,safe,1ml",arkray usa,2016,222,NA
easy touch sheathlock insulin,"syringe,needle,insuln,safe,1ml",mhc medical pro,2016,NA,251
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2013,161,NA
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2014,213,NA
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2015,170,NA
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2016,131,NA
prograf,tacrolimus,astellas pharma,2013,33380,33157
prograf,tacrolimus,astellas pharma,2014,33058,32900
prograf,tacrolimus,astellas pharma,2015,29485,29336
prograf,tacrolimus,astellas pharma,2016,21873,21786
protopic,tacrolimus,astellas/leo ph,2013,45981,40665
protopic,tacrolimus,astellas/leo ph,2014,41796,36971
protopic,tacrolimus,astellas/leo ph,2015,6041,5258
protopic,tacrolimus,astellas/leo ph,2016,1733,1434
tacrolimus,tacrolimus,bionpharma inc.,2016,NA,413
tacrolimus,tacrolimus,kremers urban,2013,6052,5886
tacrolimus,tacrolimus,kremers urban,2014,7849,7643
tacrolimus,tacrolimus,kremers urban,2015,6421,6249
tacrolimus,tacrolimus,kremers urban,2016,3345,3196
tacrolimus,tacrolimus,mylan instituti,2013,39,NA
tacrolimus,tacrolimus,mylan instituti,2014,24,NA
tacrolimus,tacrolimus,mylan instituti,2015,157,NA
tacrolimus,tacrolimus,mylan instituti,2016,137,NA
envarsus xr,tacrolimus,veloxis pharmac,2016,NA,141
cialis,tadalafil,eli lilly & co.,2013,210495,210463
cialis,tadalafil,eli lilly & co.,2014,192989,192944
cialis,tadalafil,eli lilly & co.,2015,265746,265692
cialis,tadalafil,eli lilly & co.,2016,327366,327289
zioptan,tafluprost/pf,merck sharp & d,2013,45612,NA
zioptan,tafluprost/pf,merck sharp & d,2014,59402,NA
zioptan,tafluprost/pf,merck sharp & d,2015,6093,NA
zioptan,tafluprost/pf,merck sharp & d,2016,428,NA
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2013,160059,30372
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2013,160059,129687
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2014,232969,67742
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2014,232969,165227
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2015,179677,57840
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2015,179677,121837
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2016,145263,42230
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2016,145263,103033
soltamox,tamoxifen citrate,dara bioscience,2013,108,NA
soltamox,tamoxifen citrate,dara bioscience,2014,116,NA
soltamox,tamoxifen citrate,dara bioscience,2015,189,NA
soltamox,tamoxifen citrate,dara bioscience,2016,226,NA
tamoxifen citrate,tamoxifen citrate,mayne pharma in,2016,NA,10263
tamoxifen citrate,tamoxifen citrate,mylan,2013,24967,18566
tamoxifen citrate,tamoxifen citrate,mylan,2014,24620,20102
tamoxifen citrate,tamoxifen citrate,mylan,2015,106666,102400
tamoxifen citrate,tamoxifen citrate,mylan,2016,199684,199272
soltamox,tamoxifen citrate,oncogenerix/mid,2013,NA,108
soltamox,tamoxifen citrate,oncogenerix/mid,2014,NA,116
soltamox,tamoxifen citrate,oncogenerix/mid,2015,NA,189
soltamox,tamoxifen citrate,oncogenerix/mid,2016,NA,226
tamoxifen citrate,tamoxifen citrate,teva usa,2013,115135,NA
tamoxifen citrate,tamoxifen citrate,teva usa,2014,93417,NA
tamoxifen citrate,tamoxifen citrate,teva usa,2015,78877,NA
tamoxifen citrate,tamoxifen citrate,teva usa,2016,56677,NA
tamoxifen citrate,tamoxifen citrate,teva/mayne phar,2013,140881,252042
tamoxifen citrate,tamoxifen citrate,teva/mayne phar,2014,118098,205623
tamoxifen citrate,tamoxifen citrate,teva/mayne phar,2015,114474,187993
tamoxifen citrate,tamoxifen citrate,teva/mayne phar,2016,62879,115037
flomax,tamsulosin hcl,boehringer ing.,2014,27252,22647
flomax,tamsulosin hcl,boehringer ing.,2015,9463,1581
flomax,tamsulosin hcl,boehringer ing.,2016,5612,5233
tamsulosin hcl,tamsulosin hcl,global pharm,2013,673059,NA
tamsulosin hcl,tamsulosin hcl,global pharm,2014,425832,NA
tamsulosin hcl,tamsulosin hcl,global pharm,2015,157689,NA
tamsulosin hcl,tamsulosin hcl,global pharm,2016,55919,NA
tamsulosin hcl,tamsulosin hcl,"gsms, inc.",2015,52,NA
tamsulosin hcl,tamsulosin hcl,"gsms, inc.",2016,74,NA
nucynta,tapentadol hcl,depomed/collegi,2013,NA,2432
nucynta,tapentadol hcl,depomed/collegi,2014,NA,2127
nucynta,tapentadol hcl,depomed/collegi,2015,NA,728
nucynta,tapentadol hcl,depomed/collegi,2016,NA,529
nucynta,tapentadol hcl,janssen pharmac,2013,83003,80571
nucynta,tapentadol hcl,janssen pharmac,2014,83175,81048
nucynta,tapentadol hcl,janssen pharmac,2015,87670,86942
nucynta,tapentadol hcl,janssen pharmac,2016,93245,92716
granix,tbo-filgrastim,"cephalon,inc.-t",2015,668,744
granix,tbo-filgrastim,"cephalon,inc.-t",2016,1057,1210
tyzeka,telbivudine,novartis,2013,406,NA
tyzeka,telbivudine,novartis,2014,365,NA
tyzeka,telbivudine,novartis,2015,287,NA
tyzeka,telbivudine,novartis,2016,288,NA
telmisartan,telmisartan,alembic pharmac,2016,NA,4276
telmisartan,telmisartan,ascend laborato,2016,NA,5912
telmisartan,telmisartan,aurobindo pharm,2016,NA,2800
telmisartan,telmisartan,qualitest/par p,2014,822,625
telmisartan,telmisartan,qualitest/par p,2015,19430,11375
telmisartan,telmisartan,qualitest/par p,2016,15251,10070
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,alembic pharmac,2016,NA,11230
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,lupin pharmaceu,2014,51,NA
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,lupin pharmaceu,2015,8297,7642
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,lupin pharmaceu,2016,22347,22166
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,macleods pharma,2016,NA,2609
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,mylan,2014,12380,7230
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,mylan,2015,10010,5615
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,mylan,2016,229,167
temazepam,temazepam,amneal pharmace,2016,NA,2381
temazepam,temazepam,avkare,2015,NA,15
temazepam,temazepam,avkare,2016,NA,1393
temazepam,temazepam,major pharmaceu,2016,880,1556
temazepam,temazepam,mckesson packag,2016,728,1137
temazepam,temazepam,mutual pharm co,2013,24100,23373
temazepam,temazepam,mutual pharm co,2014,16796,16631
temazepam,temazepam,mutual pharm co,2015,7162,7086
temazepam,temazepam,mutual pharm co,2016,6162,6096
temazepam,temazepam,mylan instituti,2013,2469,2351
temazepam,temazepam,mylan instituti,2014,2241,2128
temazepam,temazepam,mylan instituti,2015,2526,2423
temazepam,temazepam,mylan instituti,2016,1900,1815
torisel,temsirolimus,wyeth pharm,2013,80,NA
torisel,temsirolimus,wyeth pharm,2014,89,NA
torisel,temsirolimus,wyeth pharm,2015,109,NA
torisel,temsirolimus,wyeth pharm,2016,83,NA
torisel,temsirolimus,wyeth/pfizer,2013,NA,80
torisel,temsirolimus,wyeth/pfizer,2014,NA,89
torisel,temsirolimus,wyeth/pfizer,2015,NA,109
torisel,temsirolimus,wyeth/pfizer,2016,NA,83
vemlidy,tenofovir alafenamide fumarate,gilead sciences,2016,NA,244
viread,tenofovir disoproxil fumarate,gilead sciences,2013,162489,162440
viread,tenofovir disoproxil fumarate,gilead sciences,2014,166996,166934
viread,tenofovir disoproxil fumarate,gilead sciences,2015,174618,174541
viread,tenofovir disoproxil fumarate,gilead sciences,2016,177206,177140
terazosin hcl,terazosin hcl,apotex corp,2013,271109,265967
terazosin hcl,terazosin hcl,apotex corp,2014,242031,234141
terazosin hcl,terazosin hcl,apotex corp,2015,126297,118356
terazosin hcl,terazosin hcl,apotex corp,2016,12845,12785
terbinafine hcl,terbinafine hcl,"cipla usa, inc.",2016,NA,75635
terbinafine hcl,terbinafine hcl,wockhardt limit,2013,573,NA
terbinafine hcl,terbinafine hcl,wockhardt limit,2014,433,NA
terbinafine hcl,terbinafine hcl,wockhardt limit,2015,233,NA
terbinafine hcl,terbinafine hcl,wockhardt limit,2016,120,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2013,67,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2014,90,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2015,55,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2016,52,NA
terbutaline sulfate,terbutaline sulfate,global pharm,2013,15595,NA
terbutaline sulfate,terbutaline sulfate,global pharm,2014,4388,NA
