brand_name,generic_name,manufacturer,year,total_claims_16,total_claims_17
sotalol,sotalol hcl,qualitest/par p,2015,NA,389643
sotalol,sotalol hcl,qualitest/par p,2016,NA,299241
spironolactone,spironolactone,actavis pharma,2013,262812,NA
spironolactone,spironolactone,actavis pharma,2014,183722,NA
spironolactone,spironolactone,actavis pharma,2015,110642,NA
spironolactone,spironolactone,actavis pharma,2016,91857,NA
spironolactone,spironolactone,actavis pharma/,2013,NA,262812
spironolactone,spironolactone,actavis pharma/,2014,NA,183722
spironolactone,spironolactone,actavis pharma/,2015,NA,110642
spironolactone,spironolactone,actavis pharma/,2016,NA,91857
spironolactone,spironolactone,qualitest,2013,1506274,NA
spironolactone,spironolactone,qualitest,2014,1314578,NA
spironolactone,spironolactone,qualitest,2015,1419397,NA
spironolactone,spironolactone,qualitest,2016,1464640,NA
spironolactone,spironolactone,qualitest/par p,2013,NA,1506274
spironolactone,spironolactone,qualitest/par p,2014,NA,1314578
spironolactone,spironolactone,qualitest/par p,2015,NA,1419397
spironolactone,spironolactone,qualitest/par p,2016,NA,1464640
spritam,levetiracetam,aprecia pharmac,2016,NA,445
sronyx,levonorgestrel-ethin estradiol,actavis pharma,2013,2647,NA
sronyx,levonorgestrel-ethin estradiol,actavis pharma,2014,2763,NA
sronyx,levonorgestrel-ethin estradiol,actavis pharma,2015,2689,NA
sronyx,levonorgestrel-ethin estradiol,actavis pharma,2016,2209,NA
sronyx,levonorgestrel-ethin estradiol,mayne pharma in,2016,NA,490
sronyx,levonorgestrel-ethin estradiol,"watson pharma,",2013,NA,2647
sronyx,levonorgestrel-ethin estradiol,"watson pharma,",2014,NA,2763
sronyx,levonorgestrel-ethin estradiol,"watson pharma,",2015,NA,2689
sronyx,levonorgestrel-ethin estradiol,"watson pharma,",2016,NA,2209
stavudine,stavudine,aurobindo pharm,2013,1407,NA
stavudine,stavudine,aurobindo pharm,2014,1355,NA
stavudine,stavudine,aurobindo pharm,2015,850,NA
stavudine,stavudine,aurobindo pharm,2016,255,NA
stendra,avanafil,vivus/mist phar,2014,28,NA
stendra,avanafil,vivus/mist phar,2015,52,NA
stendra,avanafil,vivus/mist phar,2016,68,NA
strensiq,asfotase alfa,alexion pharmac,2015,NA,22
strensiq,asfotase alfa,alexion pharmac,2016,NA,346
stribild,elviteg/cob/emtri/tenofo disop,gilead sciences,2013,NA,36110
stribild,elviteg/cob/emtri/tenofo disop,gilead sciences,2014,NA,73281
stribild,elviteg/cob/emtri/tenofo disop,gilead sciences,2015,NA,106735
stribild,elviteg/cob/emtri/tenofo disop,gilead sciences,2016,NA,90004
stribild,elviteg/cobi/emtric/tenofo dis,gilead sciences,2013,36110,NA
stribild,elviteg/cobi/emtric/tenofo dis,gilead sciences,2014,73281,NA
stribild,elviteg/cobi/emtric/tenofo dis,gilead sciences,2015,106735,NA
stribild,elviteg/cobi/emtric/tenofo dis,gilead sciences,2016,90004,NA
sucralfate,sucralfate,ahp,2013,753,NA
sucralfate,sucralfate,ahp,2014,946,NA
sucralfate,sucralfate,ahp,2015,854,NA
sucralfate,sucralfate,ahp,2016,266,NA
sucralfate,sucralfate,mckesson packag,2016,NA,206
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2013,1916,NA
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2014,1484,NA
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2015,1675,NA
sulfacetamide-prednisolone,sulfacetamide/prednisolone sp,sandoz,2016,148,NA
sulfacetamide sodium,sulfacetamide sodium,oceanside pharm,2016,NA,2217
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,avkare,2016,NA,656
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,avpak,2015,NA,14
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,avpak,2016,NA,107
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest,2013,292540,NA
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest,2014,223535,NA
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest,2015,121463,NA
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest,2016,27297,NA
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2013,NA,213850
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2014,NA,154431
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2015,NA,95943
sulfamethoxazole-trimethoprim,sulfamethoxazole/trimethoprim,qualitest/par p,2016,NA,22826
sulfasalazine,sulfasalazine,actavis pharma,2013,171004,NA
sulfasalazine,sulfasalazine,actavis pharma,2014,176985,NA
sulfasalazine,sulfasalazine,actavis pharma,2015,200054,NA
sulfasalazine,sulfasalazine,actavis pharma,2016,178559,NA
sulfasalazine,sulfasalazine,actavis pharma/,2013,NA,171004
sulfasalazine,sulfasalazine,actavis pharma/,2014,NA,176985
sulfasalazine,sulfasalazine,actavis pharma/,2015,NA,200054
sulfasalazine,sulfasalazine,actavis pharma/,2016,NA,178559
sulfasalazine,sulfasalazine,qualitest,2013,75808,NA
sulfasalazine,sulfasalazine,qualitest,2014,86881,NA
sulfasalazine,sulfasalazine,qualitest,2015,55298,NA
sulfasalazine,sulfasalazine,qualitest,2016,79018,NA
sulfasalazine,sulfasalazine,qualitest/par p,2013,NA,75750
sulfasalazine,sulfasalazine,qualitest/par p,2014,NA,84522
sulfasalazine,sulfasalazine,qualitest/par p,2015,NA,53834
sulfasalazine,sulfasalazine,qualitest/par p,2016,NA,77905
sulfasalazine dr,sulfasalazine,qualitest,2013,41045,NA
sulfasalazine dr,sulfasalazine,qualitest,2014,41754,NA
sulfasalazine dr,sulfasalazine,qualitest,2015,20356,NA
sulfasalazine dr,sulfasalazine,qualitest,2016,33571,NA
sulfasalazine dr,sulfasalazine,qualitest/par p,2013,NA,41045
sulfasalazine dr,sulfasalazine,qualitest/par p,2014,NA,41754
sulfasalazine dr,sulfasalazine,qualitest/par p,2015,NA,20356
sulfasalazine dr,sulfasalazine,qualitest/par p,2016,NA,33571
sulindac,sulindac,actavis pharma,2013,154982,NA
sulindac,sulindac,actavis pharma,2014,148623,NA
sulindac,sulindac,actavis pharma,2015,111742,NA
sulindac,sulindac,actavis pharma,2016,98772,NA
sulindac,sulindac,actavis pharma/,2013,NA,154982
sulindac,sulindac,actavis pharma/,2014,NA,148623
sulindac,sulindac,actavis pharma/,2015,NA,111742
sulindac,sulindac,actavis pharma/,2016,NA,98772
sumatriptan,sumatriptan,lannett co. inc,2016,NA,1125
sumatriptan succinate,sumatriptan succinate,teva usa,2016,NA,4156
sumavel dosepro,sumatriptan succinate,endo pharm inc.,2013,4593,NA
sumavel dosepro,sumatriptan succinate,endo pharm inc.,2014,4600,NA
surmontil,trimipramine maleate,duramed/barr,2013,1372,NA
surmontil,trimipramine maleate,duramed/barr,2014,1912,NA
surmontil,trimipramine maleate,duramed/barr,2015,1719,NA
surmontil,trimipramine maleate,duramed/barr,2016,1291,NA
surmontil,trimipramine maleate,teva women's he,2013,NA,1372
surmontil,trimipramine maleate,teva women's he,2014,NA,1912
surmontil,trimipramine maleate,teva women's he,2015,NA,1719
surmontil,trimipramine maleate,teva women's he,2016,NA,1291
symlinpen 120,pramlintide acetate,astrazeneca,2013,22421,NA
symlinpen 120,pramlintide acetate,astrazeneca,2014,16153,NA
synarel,nafarelin acetate,pharmaci/pfizer,2013,NA,44
synarel,nafarelin acetate,pharmaci/pfizer,2014,NA,52
synarel,nafarelin acetate,pharmaci/pfizer,2015,NA,45
synarel,nafarelin acetate,pharmaci/pfizer,2016,NA,61
tacrolimus,tacrolimus,bionpharma inc.,2016,NA,413
tacrolimus,tacrolimus,mylan instituti,2013,39,NA
tacrolimus,tacrolimus,mylan instituti,2014,24,NA
tacrolimus,tacrolimus,mylan instituti,2015,157,NA
tacrolimus,tacrolimus,mylan instituti,2016,137,NA
tafinlar,dabrafenib mesylate,glaxosmithkline,2013,475,NA
tafinlar,dabrafenib mesylate,glaxosmithkline,2014,3410,NA
tafinlar,dabrafenib mesylate,glaxosmithkline,2015,5076,NA
tafinlar,dabrafenib mesylate,glaxosmithkline,2016,2342,NA
tafinlar,dabrafenib mesylate,novartis,2016,NA,3498
taltz autoinjector,ixekizumab,eli lilly & co.,2016,NA,1017
taltz autoinjector (2 pack),ixekizumab,eli lilly & co.,2016,NA,392
taltz autoinjector (3 pack),ixekizumab,eli lilly & co.,2016,NA,179
taltz syringe,ixekizumab,eli lilly & co.,2016,NA,105
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2013,NA,129687
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2014,NA,165227
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2015,NA,121837
tamoxifen citrate,tamoxifen citrate,actavis pharma/,2016,NA,103033
tamoxifen citrate,tamoxifen citrate,mayne pharma in,2016,NA,10263
tamoxifen citrate,tamoxifen citrate,teva usa,2013,115135,NA
tamoxifen citrate,tamoxifen citrate,teva usa,2014,93417,NA
tamoxifen citrate,tamoxifen citrate,teva usa,2015,78877,NA
tamoxifen citrate,tamoxifen citrate,teva usa,2016,56677,NA
tamsulosin hcl,tamsulosin hcl,actavis pharma,2013,1919034,NA
tamsulosin hcl,tamsulosin hcl,actavis pharma,2014,2864425,NA
tamsulosin hcl,tamsulosin hcl,actavis pharma,2015,2889283,NA
tamsulosin hcl,tamsulosin hcl,actavis pharma,2016,1435673,NA
tamsulosin hcl,tamsulosin hcl,actavis pharma/,2013,NA,1919034
tamsulosin hcl,tamsulosin hcl,actavis pharma/,2014,NA,2864425
tamsulosin hcl,tamsulosin hcl,actavis pharma/,2015,NA,2889283
tamsulosin hcl,tamsulosin hcl,actavis pharma/,2016,NA,1435673
tamsulosin hcl,tamsulosin hcl,global pharm,2013,673059,NA
tamsulosin hcl,tamsulosin hcl,global pharm,2014,425832,NA
tamsulosin hcl,tamsulosin hcl,global pharm,2015,157689,NA
tamsulosin hcl,tamsulosin hcl,global pharm,2016,55919,NA
tamsulosin hcl,tamsulosin hcl,"gsms, inc.",2015,52,NA
tamsulosin hcl,tamsulosin hcl,"gsms, inc.",2016,74,NA
taron-prex prenatal,pnv 39/iron/folic/docusate/dha,trigen laborato,2013,NA,67
taron-prex prenatal,pnv 39/iron/folic/docusate/dha,trigen laborato,2014,NA,40
taron-prex prenatal,pnv 39/iron/folic/docusate/dha,trigen laborato,2015,NA,37
taron-prex prenatal,pnv 39/iron/folic/docusate/dha,trigen laborato,2016,NA,57
tazicef,ceftazidime,hospira,2013,1881,NA
tazicef,ceftazidime,hospira,2014,1853,NA
tazicef,ceftazidime,hospira,2015,1795,NA
tazicef,ceftazidime,hospira,2016,2782,NA
tazicef,ceftazidime,hospira/pfizer,2013,NA,1881
tazicef,ceftazidime,hospira/pfizer,2014,NA,1853
tazicef,ceftazidime,hospira/pfizer,2015,NA,1795
tazicef,ceftazidime,hospira/pfizer,2016,NA,2782
taztia xt,diltiazem hcl,actavis pharma,2013,301284,NA
taztia xt,diltiazem hcl,actavis pharma,2014,319224,NA
taztia xt,diltiazem hcl,actavis pharma,2015,324052,NA
taztia xt,diltiazem hcl,actavis pharma,2016,292496,NA
taztia xt,diltiazem hcl,actavis pharma/,2013,NA,301284
taztia xt,diltiazem hcl,actavis pharma/,2014,NA,319224
taztia xt,diltiazem hcl,actavis pharma/,2015,NA,324052
taztia xt,diltiazem hcl,actavis pharma/,2016,NA,292496
tecentriq,atezolizumab,"genentech, inc.",2016,NA,144
technivie,ombitasvir/paritaprev/ritonav,abbvie us llc,2015,130,NA
technivie,ombitasvir/paritaprev/ritonav,abbvie us llc,2016,68,NA
tekturna,aliskiren hemifumarate,novartis,2013,757,NA
tekturna,aliskiren hemifumarate,novartis,2014,789,NA
tekturna,aliskiren hemifumarate,novartis,2015,233,NA
tekturna,aliskiren hemifumarate,novartis,2016,86,NA
telmisartan,telmisartan,actavis pharma,2014,176261,NA
telmisartan,telmisartan,actavis pharma,2015,112069,NA
telmisartan,telmisartan,actavis pharma,2016,85088,NA
telmisartan,telmisartan,actavis pharma/,2014,NA,176261
telmisartan,telmisartan,actavis pharma/,2015,NA,112069
telmisartan,telmisartan,actavis pharma/,2016,NA,85088
telmisartan,telmisartan,alembic pharmac,2016,NA,4276
telmisartan,telmisartan,ascend laborato,2016,NA,5912
telmisartan,telmisartan,aurobindo pharm,2016,NA,2800
telmisartan,telmisartan,qualitest,2014,822,NA
telmisartan,telmisartan,qualitest,2015,19430,NA
telmisartan,telmisartan,qualitest,2016,15251,NA
telmisartan,telmisartan,qualitest/par p,2014,NA,625
telmisartan,telmisartan,qualitest/par p,2015,NA,11375
telmisartan,telmisartan,qualitest/par p,2016,NA,10070
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,alembic pharmac,2016,NA,11230
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,lupin pharmaceu,2014,51,NA
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,macleods pharma,2016,NA,2609
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,qualitest,2014,2982,NA
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,qualitest,2015,49669,NA
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,qualitest,2016,44435,NA
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,qualitest/par p,2014,NA,2982
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,qualitest/par p,2015,NA,49669
telmisartan-hydrochlorothiazid,telmisartan/hydrochlorothiazid,qualitest/par p,2016,NA,44435
temazepam,temazepam,actavis pharma,2013,469888,NA
temazepam,temazepam,actavis pharma,2014,458866,NA
temazepam,temazepam,actavis pharma,2015,479326,NA
temazepam,temazepam,actavis pharma,2016,396064,NA
temazepam,temazepam,actavis pharma/,2013,NA,469888
temazepam,temazepam,actavis pharma/,2014,NA,458866
temazepam,temazepam,actavis pharma/,2015,NA,479326
temazepam,temazepam,actavis pharma/,2016,NA,396064
temazepam,temazepam,amneal pharmace,2016,NA,2381
temazepam,temazepam,avkare,2015,NA,15
temazepam,temazepam,avkare,2016,NA,1393
temazepam,temazepam,qualitest,2015,20347,NA
temazepam,temazepam,qualitest,2016,343555,NA
temazepam,temazepam,qualitest/par p,2015,NA,20347
temazepam,temazepam,qualitest/par p,2016,NA,343555
tenivac,tetanus-diphtheria toxoids/pf,sanofi-pasteur,2013,NA,4042
tenivac,tetanus-diphtheria toxoids/pf,sanofi-pasteur,2014,NA,4500
tenivac,tetanus-diphtheria toxoids/pf,sanofi-pasteur,2015,NA,6197
tenivac,tetanus-diphtheria toxoids/pf,sanofi-pasteur,2016,NA,10547
tenivac,tetanus and diphtheria tox/pf,sanofi-pasteur,2013,4042,NA
tenivac,tetanus and diphtheria tox/pf,sanofi-pasteur,2014,4500,NA
tenivac,tetanus and diphtheria tox/pf,sanofi-pasteur,2015,6168,NA
tenivac,tetanus and diphtheria tox/pf,sanofi-pasteur,2016,10200,NA
tenoretic 100,atenolol/chlorthalidone,almatica pharma,2015,NA,37
tenoretic 100,atenolol/chlorthalidone,almatica pharma,2016,NA,95
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2013,348,NA
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2014,271,NA
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2015,217,NA
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2016,106,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2013,1077,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2014,870,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2015,564,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2016,62,NA
tenormin,atenolol,astrazeneca/alm,2013,19056,NA
tenormin,atenolol,astrazeneca/alm,2014,16752,NA
tenormin,atenolol,astrazeneca/alm,2015,9215,NA
tenormin,atenolol,astrazeneca/alm,2016,511,NA
terazol 7,terconazole,ortho pharm.,2013,322,NA
terazol 7,terconazole,ortho pharm.,2014,319,NA
terazol 7,terconazole,ortho pharm.,2015,209,NA
terazol 7,terconazole,ortho pharm.,2016,56,NA
terbinafine hcl,terbinafine hcl,"cipla usa, inc.",2016,NA,75635
terbinafine hcl,terbinafine hcl,wockhardt limit,2013,573,NA
terbinafine hcl,terbinafine hcl,wockhardt limit,2014,433,NA
terbinafine hcl,terbinafine hcl,wockhardt limit,2015,233,NA
terbinafine hcl,terbinafine hcl,wockhardt limit,2016,120,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2013,67,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2014,90,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2015,55,NA
terbinafine hcl,terbinafine hcl,wockhardt usa l,2016,52,NA
terbutaline sulfate,terbutaline sulfate,global pharm,2013,15595,NA
terbutaline sulfate,terbutaline sulfate,global pharm,2014,4388,NA
terbutaline sulfate,terbutaline sulfate,global pharm,2015,1279,NA
terbutaline sulfate,terbutaline sulfate,global pharm,2016,471,NA
terbutaline sulfate,terbutaline sulfate,impax generics,2013,NA,9407
terbutaline sulfate,terbutaline sulfate,impax generics,2014,NA,2707
terbutaline sulfate,terbutaline sulfate,impax generics,2015,NA,841
terbutaline sulfate,terbutaline sulfate,impax generics,2016,NA,312
terconazole,terconazole,actavis pharma,2013,36663,NA
terconazole,terconazole,actavis pharma,2014,37571,NA
terconazole,terconazole,actavis pharma,2015,33433,NA
terconazole,terconazole,actavis pharma,2016,33713,NA
terconazole,terconazole,actavis pharma/,2013,NA,36663
terconazole,terconazole,actavis pharma/,2014,NA,37571
terconazole,terconazole,actavis pharma/,2015,NA,33433
terconazole,terconazole,actavis pharma/,2016,NA,33713
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2013,198,NA
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2014,255,NA
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2015,167,NA
terumo insulin syringe,"syringe and needle,insulin,1ml",terumo,2016,141,NA
testosterone,testosterone,actavis pharma/,2016,NA,3868
testosterone,testosterone,qualitest,2014,810,NA
testosterone,testosterone,qualitest,2015,4290,NA
testosterone,testosterone,qualitest,2016,5441,NA
testosterone,testosterone,qualitest/par p,2014,NA,810
testosterone,testosterone,qualitest/par p,2015,NA,4290
testosterone,testosterone,qualitest/par p,2016,NA,5441
testosterone,testosterone,upsher smith,2014,3658,NA
testosterone,testosterone,upsher smith,2015,24972,NA
testosterone,testosterone,upsher smith,2016,30985,NA
testosterone,testosterone,upsher smith la,2014,NA,3656
testosterone,testosterone,upsher smith la,2015,NA,24898
testosterone,testosterone,upsher smith la,2016,NA,30933
testosterone cypionate,testosterone cypionate,actavis pharma,2013,158811,NA
testosterone cypionate,testosterone cypionate,actavis pharma,2014,138003,NA
testosterone cypionate,testosterone cypionate,actavis pharma,2015,65306,NA
testosterone cypionate,testosterone cypionate,actavis pharma,2016,52007,NA
testosterone cypionate,testosterone cypionate,actavis pharma/,2015,NA,36943
testosterone cypionate,testosterone cypionate,actavis pharma/,2016,NA,51882
testosterone cypionate,testosterone cypionate,hospira/pfizer,2016,NA,233
testosterone enanthate,testosterone enanthate,actavis pharma,2013,13438,NA
testosterone enanthate,testosterone enanthate,actavis pharma,2014,1682,NA
testosterone enanthate,testosterone enanthate,actavis pharma,2015,5159,NA
testosterone enanthate,testosterone enanthate,actavis pharma,2016,8654,NA
testosterone enanthate,testosterone enanthate,actavis pharma/,2013,NA,13438
testosterone enanthate,testosterone enanthate,actavis pharma/,2014,NA,1682
testosterone enanthate,testosterone enanthate,actavis pharma/,2015,NA,5159
testosterone enanthate,testosterone enanthate,actavis pharma/,2016,NA,8654
testred,methyltestosterone,valeant,2013,474,NA
testred,methyltestosterone,valeant,2014,430,NA
testred,methyltestosterone,valeant,2015,185,NA
testred,methyltestosterone,valeant,2016,61,NA
tetanus toxoid adsorbed,"tetanus toxoid, adsorbed/pf",sanofi-pasteur,2013,5493,NA
tetanus toxoid adsorbed,"tetanus toxoid, adsorbed/pf",sanofi-pasteur,2014,5897,NA
tetanus toxoid adsorbed,"tetanus toxoid, adsorbed/pf",sanofi-pasteur,2015,2427,NA
tetanus toxoid adsorbed,"tetanus toxoid, adsorbed/pf",sanofi-pasteur,2016,266,NA
tetrabenazine,tetrabenazine,camber pharmace,2016,NA,2808
tetracycline hcl,tetracycline hcl,actavis pharma/,2016,NA,3078
tetracycline hcl,tetracycline hcl,harris pharm,2016,NA,836
texacort,hydrocortisone,mission pharm.,2013,207,NA
texacort,hydrocortisone,mission pharm.,2014,235,NA
texacort,hydrocortisone,mission pharm.,2015,178,NA
texacort,hydrocortisone,mission pharm.,2016,70,NA
theo-24,theophylline anhydrous,auxilium/endo p,2013,21346,NA
theophylline,theophylline anhydrous,pharmaceutical,2013,31,NA
theophylline,theophylline anhydrous,pharmaceutical,2014,35,NA
theophylline,theophylline anhydrous,pharmaceutical,2015,63,NA
theophylline,theophylline anhydrous,pharmaceutical,2016,93,NA
theophylline,theophylline anhydrous,silarx pharm,2013,1283,NA
theophylline,theophylline anhydrous,silarx pharm,2014,1462,NA
theophylline,theophylline anhydrous,silarx pharm,2015,1545,NA
theophylline,theophylline anhydrous,silarx pharm,2016,1316,NA
theophylline,theophylline anhydrous,silarx/lannett,2013,NA,1283
theophylline,theophylline anhydrous,silarx/lannett,2014,NA,1462
theophylline,theophylline anhydrous,silarx/lannett,2015,NA,1545
theophylline,theophylline anhydrous,silarx/lannett,2016,NA,1316
theophylline anhydrous,theophylline anhydrous,alembic pharmac,2016,NA,104592
theophylline anhydrous,theophylline anhydrous,"pliva, inc",2013,607287,NA
theophylline anhydrous,theophylline anhydrous,"pliva, inc",2014,549090,NA
theophylline anhydrous,theophylline anhydrous,"pliva, inc",2015,483453,NA
theophylline anhydrous,theophylline anhydrous,"pliva, inc",2016,161803,NA
theophylline anhydrous,theophylline anhydrous,teva usa,2013,NA,607287
theophylline anhydrous,theophylline anhydrous,teva usa,2014,NA,549090
theophylline anhydrous,theophylline anhydrous,teva usa,2015,NA,483453
theophylline anhydrous,theophylline anhydrous,teva usa,2016,NA,161803
tiagabine hcl,tiagabine hcl,teva usa,2016,NA,6265
tilia fe,norethindrone-e.estradiol-iron,actavis pharma,2013,984,NA
tilia fe,norethindrone-e.estradiol-iron,actavis pharma,2014,843,NA
tilia fe,norethindrone-e.estradiol-iron,actavis pharma,2015,880,NA
tilia fe,norethindrone-e.estradiol-iron,actavis pharma,2016,712,NA
tilia fe,norethindrone-e.estradiol-iron,actavis/mayne p,2015,NA,62
tilia fe,norethindrone-e.estradiol-iron,actavis/mayne p,2016,NA,620
timolol maleate,timolol maleate,pack pharmaceut,2013,211265,NA
timolol maleate,timolol maleate,pack pharmaceut,2014,16867,NA
timolol maleate,timolol maleate,pack pharmaceut,2015,6266,NA
timolol maleate,timolol maleate,pack pharmaceut,2016,199,NA
timoptic,timolol maleate,valeant,2013,2235,NA
timoptic,timolol maleate,valeant,2014,2206,NA
timoptic,timolol maleate,valeant,2015,1856,NA
timoptic,timolol maleate,valeant,2016,656,NA
tinidazole,tinidazole,edenbridge phar,2015,NA,38
tinidazole,tinidazole,edenbridge phar,2016,NA,1461
tirosint,levothyroxine sodium,akrimax pharmac,2013,26349,NA
tirosint,levothyroxine sodium,akrimax pharmac,2014,35009,NA
tirosint,levothyroxine sodium,akrimax pharmac,2015,41295,NA
tirosint,levothyroxine sodium,akrimax pharmac,2016,50651,NA
tirosint,levothyroxine sodium,akrimax/mist ph,2013,NA,26349
tirosint,levothyroxine sodium,akrimax/mist ph,2014,NA,35009
tirosint,levothyroxine sodium,akrimax/mist ph,2015,NA,41295
tirosint,levothyroxine sodium,akrimax/mist ph,2016,NA,50651
tizanidine hcl,tizanidine hcl,actavis pharma,2013,38220,NA
tizanidine hcl,tizanidine hcl,actavis pharma,2014,58350,NA
tizanidine hcl,tizanidine hcl,actavis pharma,2015,45338,NA
tizanidine hcl,tizanidine hcl,actavis pharma,2016,40113,NA
tizanidine hcl,tizanidine hcl,actavis pharma/,2013,NA,38220
tizanidine hcl,tizanidine hcl,actavis pharma/,2014,NA,58350
tizanidine hcl,tizanidine hcl,actavis pharma/,2015,NA,45338
tizanidine hcl,tizanidine hcl,actavis pharma/,2016,NA,40113
tizanidine hcl,tizanidine hcl,corepharma llc,2013,1402,NA
tizanidine hcl,tizanidine hcl,corepharma llc,2014,835,NA
tizanidine hcl,tizanidine hcl,corepharma llc,2015,484,NA
tizanidine hcl,tizanidine hcl,corepharma llc,2016,357,NA
tobi,tobramycin in 0.225% nacl,novartis,2013,1650,NA
tobi,tobramycin in 0.225% nacl,novartis,2014,297,NA
tobi,tobramycin in 0.225% nacl,novartis,2015,88,NA
tobi,tobramycin in 0.225% nacl,novartis,2016,68,NA
tobramycin,tobramycin in 0.225% nacl,akorn inc.,2014,14,NA
tobramycin,tobramycin in 0.225% nacl,akorn inc.,2015,284,NA
tobramycin,tobramycin in 0.225% nacl,akorn inc.,2016,519,NA
tobramycin,tobramycin in 0.225% nacl,sandoz,2014,104,NA
tobramycin,tobramycin in 0.225% nacl,sandoz,2015,385,NA
tobramycin,tobramycin in 0.225% nacl,sandoz,2016,683,NA
tobramycin,tobramycin in 0.225% nacl,teva usa,2013,75,NA
tobramycin,tobramycin in 0.225% nacl,teva usa,2014,1215,NA
tobramycin,tobramycin in 0.225% nacl,teva usa,2015,904,NA
tobramycin,tobramycin in 0.225% nacl,teva usa,2016,421,NA
tobramycin,tobramycin in 0.225% sod chlor,akorn inc.,2014,NA,14
tobramycin,tobramycin in 0.225% sod chlor,akorn inc.,2015,NA,284
tobramycin,tobramycin in 0.225% sod chlor,akorn inc.,2016,NA,519
tobramycin,tobramycin in 0.225% sod chlor,amneal pharmace,2015,NA,12
tobramycin,tobramycin in 0.225% sod chlor,amneal pharmace,2016,NA,412
tobramycin,tobramycin in 0.225% sod chlor,sandoz,2014,NA,104
tobramycin,tobramycin in 0.225% sod chlor,sandoz,2015,NA,385
tobramycin,tobramycin in 0.225% sod chlor,sandoz,2016,NA,683
tobramycin,tobramycin in 0.225% sod chlor,teva usa,2013,NA,75
tobramycin,tobramycin in 0.225% sod chlor,teva usa,2014,NA,1215
tobramycin,tobramycin in 0.225% sod chlor,teva usa,2015,NA,904
tobramycin,tobramycin in 0.225% sod chlor,teva usa,2016,NA,421
tobramycin sulfate,tobramycin sulfate,akorn inc.,2016,NA,909
tobramycin sulfate,tobramycin sulfate,hospira,2013,994,NA
tobramycin sulfate,tobramycin sulfate,hospira,2014,716,NA
tobramycin sulfate,tobramycin sulfate,hospira,2015,1368,NA
tobramycin sulfate,tobramycin sulfate,hospira,2016,1484,NA
tobramycin sulfate,tobramycin sulfate,hospira/pfizer,2013,NA,994
tobramycin sulfate,tobramycin sulfate,hospira/pfizer,2014,NA,716
tobramycin sulfate,tobramycin sulfate,hospira/pfizer,2015,NA,1368
tobramycin sulfate,tobramycin sulfate,hospira/pfizer,2016,NA,1484
tobramycin sulfate,tobramycin sulfate,mylan instituti,2013,883,NA
tobramycin sulfate,tobramycin sulfate,teva parenteral,2013,NA,802
tobramycin sulfate,tobramycin sulfate,teva parenteral,2014,NA,379
tobramycin sulfate,tobramycin sulfate,teva parenteral,2015,NA,16
tobramycin sulfate,tobramycin sulfate,teva parenteral,2016,NA,63
tolak,fluorouracil,hill derm,2015,100,NA
tolak,fluorouracil,hill derm,2016,2422,NA
tolak,fluorouracil,hill derm/pierr,2015,NA,100
